word,Control,Dolphin,Eagle,Owl,Unicorn,Maple,Oak,Willow,Yggdrasil,total
earth,0,0,0,0,0,0,0,1,0,1
earthworm,0,0,0,1,0,0,0,0,0,1
eel,0,0,0,0,0,0,0,1,0,1
egg,0,0,0,0,1,0,0,0,0,1
fingers,0,0,0,1,0,0,0,0,0,1
firefly,0,0,0,0,0,0,1,0,0,1
fly,0,0,1,0,0,0,0,0,0,1
flyer,0,0,0,0,0,0,1,0,0,1
galaxy,0,0,0,0,0,1,0,0,0,1
gorilla,0,0,0,1,0,0,0,0,0,1
heron,0,0,0,0,0,0,1,0,0,1
hippopotamus,0,0,0,0,0,0,0,0,1,1
hive,1,0,0,0,0,0,0,0,0,1
honeybee,0,0,0,1,0,0,0,0,0,1
insects,1,0,0,0,0,0,0,0,0,1
iridescent,1,0,0,0,0,0,0,0,0,1
it reminds me of a **crab**.,0,0,0,0,0,0,0,1,0,1
jellyfish,0,0,0,0,1,0,0,0,0,1
koala,0,0,0,1,0,0,0,0,0,1
ladybug,0,0,0,0,0,1,0,0,0,1
leaf,0,0,1,0,0,0,0,0,0,1
lion,0,0,0,0,0,0,1,0,0,1
mediterranean,0,0,0,0,0,1,0,0,0,1
meerkat,0,0,0,0,0,0,0,0,1,1
mouse,0,0,0,0,0,0,1,0,0,1
muscle,0,0,0,0,1,0,0,0,0,1
nocturne,0,0,0,0,0,1,0,0,0,1
orca,0,0,0,0,0,1,0,0,0,1
otter,0,1,0,0,0,0,0,0,0,1
otters,0,1,0,0,0,0,0,0,0,1
oxygen,0,0,0,0,0,0,0,0,1,1
panda,1,0,0,0,0,0,0,0,0,1
perfect number,0,0,0,0,0,0,1,0,0,1
phytoplankton,0,1,0,0,0,0,0,0,0,1
pirate,0,0,1,0,0,0,0,0,0,1
primates,0,0,0,0,0,0,0,1,0,1
puppies,1,0,0,0,0,0,0,0,0,1
puppy,0,0,0,0,0,0,0,0,1,1
rabbit,0,1,0,0,0,0,0,0,0,1
rhinoceros,0,0,0,0,0,0,1,0,0,1
scorpion,1,0,0,0,0,0,0,0,0,1
seal,1,0,0,0,0,0,0,0,0,1
seaweed,0,0,0,0,0,0,0,1,0,1
sherbet,0,0,0,1,0,0,0,0,0,1
skeleton,0,0,1,0,0,0,0,0,0,1
snail,0,0,1,0,0,0,0,0,0,1
snakes,0,0,0,0,0,1,0,0,0,1
spaghetti,0,0,0,0,0,0,0,0,1,1
species,1,0,0,0,0,0,0,0,0,1
spermwhale,0,1,0,0,0,0,0,0,0,1
spinal cord,0,0,0,0,0,0,0,1,0,1
squares,0,0,1,0,0,0,0,0,0,1
swarm,0,1,0,0,0,0,0,0,0,1
the list reminds me of **bee**.,0,0,0,0,0,1,0,0,0,1
"the list reminds me of a ""bird.""",0,0,0,0,0,0,0,0,1,1
turtles,0,0,0,1,0,0,0,0,0,1
vertebrate,0,0,0,0,0,0,0,0,1,1
